Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Argentina,United Kingdom,1967,,6,,Ton,minesweeper,6,,1968; 1969,Second hand but modernized,Second-hand but modernized before delivery,7.59,45.54,45.54
Argentina,United Kingdom,1980,,10,,Viper,turbojet,10,,1980,New,For 10 MB-339AA trainer aircraft from Italy; Viper-632 version,0.4,4,4
Argentina,United States,1994,,36,,A-4AR Skyhawk,FGA aircraft,36,?,1997; 1998; 1999; 2000,Second hand but modernized,Second-hand A-4M/OA-4M and TA-4F versions modernized to 32 A-4AR and 4 TA-4AR versions (incl 8 modernized in USA and 28 in Argentina with US components); $208-282 m deal,9.24,332.64,332.64
Argentina,United States,1965,,50,,A-4B Skyhawk,FGA aircraft,50,,1966; 1967; 1970,Second hand but modernized,Second-hand but modernized to A-4P before delivery; $8.7 m deal,4.79,239.25,239.25
Argentina,United States,1971,?,16,,A-4B Skyhawk,FGA aircraft,16,,1972,Second hand but modernized,Second-hand but modernized to A-4Q before delivery,4.79,76.56,76.56
Argentina,United States,1975,,25,,A-4C Skyhawk,FGA aircraft,25,,1976,Second hand but modernized,Second-hand but modernized to A-4P before delivery,5.12,127.88,127.88
Argentina,United States,1965,?,100,?,AIM-9B Sidewinder,SRAAM,100,?,1966; 1967,New,Probably second-hand; for A-4Q combat aircraft,0.04,4,4
Argentina,United States,2001,?,200,?,AIM-9L Sidewinder,SRAAM,200,?,2002; 2003,New,AIM-9L version; for A-4AR combat aircraft,0.11,22,22
Argentina,United States,1989,,10,,aircraft engine,aircraft engine,10,?,1995; 1997; 1999; 2000; 2002,New,Garrett TPE-331-15AW turboprop for modernization of 5 S-2E ASW aircraft to S-2ET in Israel,0.5,5,5
Argentina,United States,1946,?,50,?,aircraft engine,aircraft engine,50,?,1950,New,Pratt & Whitney R-1830 Twin Wasp (1050hp) radial engine; for 25 IAe-24 combat aircraft produced in Argentina (more delivered before 1950),0.5,25,25
Argentina,United States,1988,?,3,,APS-128,MP aircraft radar,3,,1990,New,For 3 C-212-300MPA MP aircraft,2.5,7.5,7.5
Argentina,United States,1995,?,8,?,APS-94,AGS radar,8,?,1997,Second hand,Second-hand; for use on OV-1D reconnaissance aircraft,1,8,8
Argentina,United States,1970,,1,,Ashland,AALS,1,,1970,Second hand,Second-hand; Argentinian designation De Lasala; incl for use as depot ship,23.05,23.05,23.05
Argentina,United States,1974,?,1,,Boeing-707,transport aircraft,1,,1975,New,,44.5,44.5,44.5
Argentina,United States,1997,?,1,,Boeing-707,transport aircraft,1,,1997,Second hand,Second-hand,17.8,17.8,17.8
Argentina,United States,1960,,2,,Balao,submarine,2,,1960,Second hand,Second-hand; lease,15.45,30.9,30.9
Argentina,United States,1961,?,10,?,Beech-18/C-45,light transport aircraft,10,?,1962,New,Beech D-18S version,0.4,4,4
Argentina,United States,1968,?,7,,Bell-206/OH-58,light helicopter,7,,1970; 1971,New,Bell-206A version,0.7,4.9,4.9
Argentina,United States,2009,,5,,Bell-206/OH-58,light helicopter,5,,2011; 2012,New,Bell-206B3 version; for training,0.7,3.5,3.5
Argentina,United States,1977,?,8,,Bell-212/UH-1N,helicopter,8,,1977,New,,3.7,29.6,29.6
Argentina,United States,1975,?,2,,Bell-212/UH-1N,helicopter,2,,1976,New,,3.7,7.4,7.4
Argentina,United States,2022,,6,,Bell-407,light helicopter,2,?,2023,New,$38 m deal; for SAR; Bell-407GXi version; delivery planned 2023-2024,1.1,6.6,2.2
Argentina,United States,2011,?,1,,Bell-412,helicopter,1,,2013,New,Bell-412EP version; from Canadian production line,5,5,5
Argentina,United States,2014,,1,,Bell-412,helicopter,1,,2015,New,Part of $17 m deal; Bell-412EP version from Canadian production line,5,5,5
Argentina,United States,2014,,1,,Bell-412,helicopter,1,,2015,Second hand,Second-hand; part of $17 m deal; Bell-412EP version,2,2,2
Argentina,United States,2017,?,4,,Bell-412,helicopter,4,,2017,New,Bell-412EP version; from Canadian production line,5,20,20
Argentina,United States,1960,?,30,,Bell-47/OH-13,light helicopter,30,?,1960; 1961; 1962,New,,0.24,7.2,7.2
Argentina,United States,1965,?,6,,Bell-47/OH-13,light helicopter,6,,1966; 1967,New,,0.24,1.44,1.44
Argentina,United States,1974,?,4,,Bell-47/OH-13,light helicopter,4,,1975,Second hand,Second-hand; incl 2 OH-13s and 2 TH-13T versions,0.1,0.38,0.38
Argentina,United States,1950,?,6,,Bell-47/OH-13,light helicopter,6,?,1951,New,Bell-47D version,0.24,1.44,1.44
Argentina,United States,1951,,2,,Brooklyn,cruiser,2,,1951,Second hand but modernized,Second-hand but modernized before delivery; $7.8 m deal; Argentinian designation General Belgrano,198,396,396
Argentina,United States,1992,,3,,C-130B Hercules,transport aircraft,3,,1994,Second hand,Second-hand; aid,9.2,27.6,27.6
Argentina,United States,1992,,2,,C-130B Hercules,transport aircraft,2,,1992,Second hand,Second-hand,9.2,18.4,18.4
Argentina,United States,1967,?,3,,C-130E Hercules,transport aircraft,3,,1968,New,,24,72,72
Argentina,United States,1970,?,3,,C-130H Hercules,transport aircraft,3,,1971; 1972,New,,28,84,84
Argentina,United States,1974,?,2,,C-130H Hercules,transport aircraft,2,,1975,New,,28,56,56
Argentina,United States,2022,,1,,C-130H Hercules,transport aircraft,1,,2023,Second hand,Second-hand; lease,11.2,11.2,11.2
Argentina,United States,2015,,2,,C-212,transport aircraft,2,?,2015,Second hand,Second-hand; C-212-200 version,1.52,3.04,3.04
Argentina,United States,1976,,5,?,Cessna-172,trainer/light aircraft,5,,1976,New,No. delivered could be 6,0.1,0.5,0.5
Argentina,United States,1968,,40,?,Cessna-180 Skywagon,light aircraft,40,?,1969; 1970; 1971; 1972,New,Assembled from kits or produced under licence in Argentina ; Cessna-182 version,0.18,7.2,7.2
Argentina,United States,1970,?,12,,Cessna-180 Skywagon,light aircraft,12,,1971,New,U-17 (Cessna-185) version,0.18,2.16,2.16
Argentina,United States,1974,?,9,?,Cessna-207,light transport aircraft,9,?,1975; 1978,New,,0.24,2.16,2.16
Argentina,United States,2015,,2,,Cessna-208 Caravan,light transport aircraft,2,,2015,New,Cessna-208B version,1,2,2
Argentina,United States,2016,?,2,,Cessna-208 Caravan,light transport aircraft,2,,2016,New,Cessna-208B version,1,2,2
Argentina,United States,1957,,1,,Cessna-310,light transport aircraft,1,,1957,New,,0.35,0.35,0.35
Argentina,United States,1977,?,3,,CH-47C Chinook,transport helicopter,3,,1980,New,$29 m deal; for use in Antarctica,15,45,45
Argentina,United States,1978,?,2,,CH-47C Chinook,transport helicopter,2,,1980,New,,15,30,30
Argentina,United States,1977,,1,?,Citation-1,light transport aircraft,1,?,1977,New,For aerial photography,4,4,4
Argentina,United States,2015,,1,,Citation-2,light transport aircraft,1,,2015,Second hand,Second-hand,1.2,1.2,1.2
Argentina,United States,1967,?,16,?,Commander,light transport aircraft,16,?,1968,New,Commander-500U version,0.5,8,8
Argentina,United States,1970,?,3,,DC-6/C-118,transport aircraft,3,,1971,Second hand,Second-hand,3.4,10.2,10.2
Argentina,United States,1966,?,5,?,DC-6/C-118,transport aircraft,5,?,1967,Second hand,Second-hand; no. could be 6,3.4,17,17
Argentina,United States,1973,,3,,L-188 Electra,transport aircraft,3,,1973,Second hand,Second-hand,7,21,21
Argentina,United States,1982,,4,,L-188 Electra,transport aircraft,4,,1983,Second hand,Second-hand; 1 more delivered for spare parts only; modified in Argentina for MP,7,28,28
Argentina,United States,2023,,2,,ERJ,transport aircraft,0,,,Second hand,Second-hand; ERJ-140LR version; delivery planned 2024,5.2,10.4,0
Argentina,United States,1956,?,62,?,F4U Corsair,FGA aircraft,62,?,1956; 1958,Second hand,Second-hand; 'MDAP' aid; F-4U-7 version; incl for use on aircraft carrier,0.8,49.6,49.6
Argentina,United States,1958,?,28,,F-86 Sabre,fighter aircraft,28,,1960,Second hand,Second-hand; 'MAP' aid,1.4,39.2,39.2
Argentina,United States,1961,?,2,?,F-9F Cougar,fighter aircraft,2,,1962,Second hand,Second-hand,1.6,3.2,3.2
Argentina,United States,1957,?,20,,F9F Panther,fighter aircraft,20,?,1957; 1958,Second hand,Second-hand,1.4,28,28
Argentina,United States,1967,?,7,,FH-1100,light helicopter,7,,1968,New,,0.7,4.9,4.9
Argentina,United States,1969,?,2,?,FH-1100,light helicopter,2,?,1970,New,,0.7,1.4,1.4
Argentina,United States,1970,?,2,,Fletcher,destroyer,2,,1971,Second hand,Second-hand; Argentinian designation Brown,40.22,80.45,80.45
Argentina,United States,1961,,3,,Fletcher,destroyer,3,,1961,Second hand,Second-hand; lease; Argentinian designation Brown,40.22,120.67,120.67
Argentina,United States,1973,,1,,Gearing FRAM-2,destroyer,1,,1973,Second hand,Second-hand; Argentine designation Comodoro Py,54,54,54
Argentina,United States,1971,?,1,,GUPPY-1A,submarine,1,,1971,Second hand,Second-hand; Argentine designation Santa F,16,16,16
Argentina,United States,1971,,1,,GUPPY-2,submarine,1,,1971,Second hand,Second-hand; Argentine designation Santa Fé,18.6,18.6,18.6
Argentina,United States,1960,?,3,?,HU-16B Albatross,maritime patrol aircraft,3,,1961,Second hand,Second-hand,1.6,4.8,4.8
Argentina,United States,1980,?,4,?,Hughes-500D/MD,light helicopter,4,?,1981,New,For training; assembled from kits in Argentina; planned production in Argentina cancelled,0.71,2.84,2.84
Argentina,United States,1978,,2,,KC-130H Hercules,tanker/transport aircraft,2,,1979,New,$30 m deal,38,76,76
Argentina,United States,1978,,6,,King Air,light transport aircraft,6,?,1979,New,$10 m deal,2.85,17.1,17.1
Argentina,United States,1970,?,1,,King Air,light transport aircraft,1,,1971,New,King Air-100 version,2.85,2.85,2.85
Argentina,United States,1974,?,2,,King Air,light transport aircraft,2,,1975,New,,2.85,5.7,5.7
Argentina,United States,2020,,12,,King Air,light transport aircraft,6,?,2021; 2022; 2023,Second hand,Second-hand; $17 m deal; incl 9 TC-12B and 1 UC-12B versions; delivery planned 2021-2024,1.14,13.68,6.84
Argentina,United States,2021,,2,,King Air,light transport aircraft,0,,,Second hand,Second-hand; C-12 version,1.14,2.28,0
Argentina,United States,1976,?,4,,Learjet-35/36,light transport aircraft,4,?,1977; 1978,New,For navigation systems control; survey and reconnaissance; Learjet-35A version,4.3,17.2,17.2
Argentina,United States,1980,,1,,Learjet-35/36,light transport aircraft,1,,1981,New,For navigation systems control; survey and reconnaissance; Learjet-35A version,4.3,4.3,4.3
Argentina,United States,1981,,1,,Learjet-35/36,light transport aircraft,1,,1982,New,For navigation systems control; survey and reconnaissance; Learjet-35A version,4.3,4.3,4.3
Argentina,United States,1998,?,1,,Learjet-60,light transport aircraft,1,,1998,New,For military VIP transport,8.25,8.25,8.25
Argentina,United States,2019,,1,,Learjet-60,light transport aircraft,1,,2020,Second hand,Second-hand; possibly for government VIP transport,3.3,3.3,3.3
Argentina,United States,1971,,4,,LSM,landing ship,4,,1971,Second hand,Second-hand,6.4,25.6,25.6
Argentina,United States,1950,?,14,,LST-1,landing ship,14,?,1950; 1951; 1952,Second hand,Second-hand,9.45,132.27,132.27
Argentina,United States,1955,?,5,?,LVT-4,APC,5,?,1955,Second hand,Second-hand,0.06,0.3,0.3
Argentina,United States,1975,?,21,,LVTP-7,APC,21,?,1976; 1977,New,For Marines; incl 1 and 1 ARV version,0.9,18.9,18.9
Argentina,United States,1971,?,50,?,M-101A1 105mm,towed gun,50,?,1973,Second hand,Second-hand,0.18,9,9
Argentina,United States,1999,,25,,M-106,self-propelled mortar,25,?,2000,Second hand,Second-hand; 'EDA' aid,0.2,5,5
Argentina,United States,1965,?,75,,M-113,APC,75,,1967; 1968; 1969,New,M-113A1 version; possibly incl some M-577A1 CP version,0.25,18.75,18.75
Argentina,United States,1970,?,55,,M-113,APC,55,,1973,New,M-113A1 version; possibly incl some M-577A1 CP version,0.25,13.75,13.75
Argentina,United States,1971,?,142,?,M-113,APC,142,?,1971; 1972,New,M-113A1 version )possibly incl some M-577A1 command post version),0.25,35.5,35.5
Argentina,United States,1999,,57,,M-113,APC,57,?,2000,Second hand,Second-hand; aid,0.1,5.7,5.7
Argentina,United States,1999,,20,,M-113,APC,20,,2000,Second hand,Second-hand; aid; M-577 CP version,0.1,2,2
Argentina,United States,1960,?,11,?,M-114 155mm,towed gun,11,?,1961,Second hand,Second-hand,0.2,2.2,2.2
Argentina,United States,1948,?,100,?,M-3/M-5 Half-track,APC,100,?,1950,Second hand,Second-hand,0.06,6,6
Argentina,United States,1962,?,50,?,M-30 107mm,mortar,50,?,1963,New,,0.25,12.5,12.5
Argentina,United States,1960,?,18,?,M-59 155mm,towed gun,18,?,1961,Second hand,Second-hand; no. could be 50,0.3,5.4,5.4
Argentina,United States,1950,?,6,,M-7 105mm,self-propelled gun,6,,1950,Second hand,Second-hand,0.3,1.8,1.8
Argentina,United States,1987,,1,,Marsea,cargo ship,1,,1987,Second hand,Second-hand merchant ship; incl for use as OPV,8,8,8
Argentina,United States,1989,?,3,,MD-500E,light helicopter,3,,1990,New,MD-530F version,0.7,2.1,2.1
Argentina,United States,1977,,4,,Merlin-3,light transport aircraft,4,,1977,New,Merlin-3 version,2,8,8
Argentina,United States,1977,,2,?,Metro-2,transport aircraft,2,,1977,New,Merlin-4 version; for medevac,2.5,5,5
Argentina,United States,1973,?,30,?,Mk-37,ASW torpedo,30,?,1974,Second hand,Second-hand; for Type-209 (Salta) submarines,0.4,12,12
Argentina,United States,1977,?,50,?,Mk-37,ASW torpedo,50,?,1984; 1985,Second hand,Second-hand; for Santa Cruz (TR-1700) submarines,0.4,20,20
Argentina,United States,1993,?,1,,Navajo/ATF,tug,1,,1994,Second hand,Second-hand; aid; for use as OPV; Argentinian designation Irigoyen,12,12,12
Argentina,United States,1961,,2,,Navajo/ATF,tug,2,,1961,Second hand,Second-hand; aid; Argentinian designation Irigoyen,12,24,24
Argentina,United States,1975,,1,,Navajo/ATF,tug,1,,1975,Second hand,Second-hand; aid; for use as OPV; Argentinian designation Irigoyen,12,12,12
Argentina,United States,1959,?,8,?,Hiller-12/OH-23 Raven,light helicopter,8,?,1960,New,Hiller-12E/OH-23G version,0.24,1.92,1.92
Argentina,United States,1972,,6,,Hughes-500/OH-6A,light helicopter,6,,1974,New,For coast guard,0.7,4.2,4.2
Argentina,United States,1969,?,14,,Hughes-500/OH-6A,light helicopter,14,?,1969; 1970,New,Hughes-500C or Hughes-500M version,0.7,9.8,9.8
Argentina,United States,1992,?,10,?,OV-1 Mohawk,reconnaissance aircraft,10,?,1992; 1995,Second hand,Second-hand; OV-1D version; 13 more for spares only,2,20,20
Argentina,United States,1957,?,6,?,P-2E Neptune,ASW aircraft,6,?,1959,Second hand,Second-hand (UK aircraft returned to USA and transferred to Argentina),4,24,24
Argentina,United States,1976,?,4,,P-2H Neptune,ASW aircraft,4,,1977,Second hand,Second-hand; SP-2H version,6,24,24
Argentina,United States,1966,,6,?,P-2H Neptune,ASW aircraft,6,,1967,Second hand,Second-hand,6,36,36
Argentina,United States,1996,,6,,P-3B Orion,ASW aircraft,6,?,1998; 1999,Second hand,Second-hand; aid; 2 more delivered for spares only,12,72,72
Argentina,United States,1965,?,5,,PA-23-235 Apache,light transport aircraft,5,,1965,New,,0.38,1.9,1.9
Argentina,United States,1963,?,6,,PA-23 Aztec,light aircraft,6,,1964,New,,0.35,2.1,2.1
Argentina,United States,1978,?,14,,PA-28 Cherokee,light aircraft,14,?,1979,New,For training (incl of civilian pilots); PA-28-236 Dakota II version,0.14,1.96,1.96
Argentina,United States,2014,?,1,,PA-28 Cherokee,light aircraft,1,,2015,Second hand,,0.06,0.06,0.06
Argentina,United States,1969,?,5,,PA-31 Navajo,light transport aircraft,5,,1969,New,PA-31P version,0.75,3.75,3.75
Argentina,United States,1989,?,1,,PA-31 Navajo,light transport aircraft,1,,1990,New,For navaid calibration,0.75,0.75,0.75
Argentina,United States,1956,?,10,?,PBM-5A Mariner,maritime patrol aircraft,10,?,1956,Second hand,Second-hand,3,30,30
Argentina,United States,1953,?,3,?,PBY-5A Catalina,maritime patrol aircraft,3,?,1953,Second hand,Second-hand,1.24,3.72,3.72
Argentina,United States,1968,?,4,,PC-6 Turbo Porter,light transport aircraft,4,,1971,New,,0.8,3.2,3.2
Argentina,United States,2017,,12,,PC-9,trainer aircraft,12,,2017; 2018; 2019,New,T-6C+ armed version,1.65,19.8,19.8
Argentina,United States,1970,?,7,?,Queen Air,light transport aircraft,7,?,1971; 1972,New,Queen Air-80 version,0.6,4.2,4.2
Argentina,United States,1993,?,4,,RDR-1500,MP aircraft radar,4,,1996,New,For 4 AS-555 helicopters from France,2.25,9,9
Argentina,United States,1960,?,6,,S-2A Tracker,ASW aircraft,6,,1962,Second hand,Second-hand,2.4,14.4,14.4
Argentina,United States,1977,?,6,,S-2E Tracker,ASW aircraft,6,,1978,Second hand,Second-hand (but possibly modernized before delivery),3,18,18
Argentina,United States,1993,,3,,S-2E Tracker,ASW aircraft,3,,1995,Second hand,Second-hand; S-2G version; may incl some for spares only,3,9,9
Argentina,United States,1953,?,15,,S-51/H-5F,light helicopter,15,,1954,New,,0.3,4.5,4.5
Argentina,United States,1960,?,12,,S-55,helicopter,12,?,1961,New,,1.2,14.4,14.4
Argentina,United States,1958,?,5,,S-55,helicopter,5,?,1958,New,,1.2,6,6
Argentina,United States,1972,?,2,,S-58T,helicopter,2,,1973,New,,2.25,4.5,4.5
Argentina,United States,2007,,4,,S-61/H-3A Sea King,transport helicopter,4,,2008; 2009,Second hand but modernized,Second-hand; $18-22 m deal; modernized before delivery; UH-3H version; 2 more for spares only,3.96,15.84,15.84
Argentina,United States,2021,,2,,S-61/H-3A Sea King,transport helicopter,2,,2022,Second hand but modernized,Second-hand SH-3H ASW version modified to S-61T transport version before delivery; $12.8 m deal,3.96,7.92,7.92
Argentina,United States,2001,,1,,SA-315B Lama,light helicopter,1,,2001,Second hand,Second-hand; incl for SAR,0.3,0.3,0.3
Argentina,United States,1975,?,2,,Sabreliner-60,light transport aircraft,2,?,1977,New,For VIP transport; Sabreliner-75A version,5,10,10
Argentina,United States,1997,?,2,,Schweizer-330,light helicopter,2,,1997,New,For coast guard; for training,0.45,0.9,0.9
Argentina,United States,1960,?,1,,SH-34 Seabat,ASW helicopter,1,?,1960,New,HSS-1 version,5,5,5
Argentina,United States,1960,?,4,?,SH-34 Seabat,ASW helicopter,4,?,1962,Second hand,Second-hand; HSS-1 (SH-34G) version,2,8,8
Argentina,United States,1971,,4,,SH-3D Sea King,ASW helicopter,4,,1972,New,S-61D-4 version,11,44,44
Argentina,United States,1977,?,1,,SH-3D Sea King,ASW helicopter,1,,1978,New,S-61D-4 version,11,11,11
Argentina,United States,1971,?,5,,Sotoyomo/ATA,tug,5,,1972,Second hand,Second-hand; for use as OPV; Argentine designation Diaguita,6.8,34,34
Argentina,United States,1974,,1,,Sumner FRAM-2,destroyer,1,,1974,Second hand,Second-hand; originally 2 for spares only but 1 taken in Argentine service in 1977; Argentine designation Segui,52,52,52
Argentina,United States,1972,,2,,Sumner FRAM-2,destroyer,2,,1972,Second hand,Second-hand; Argentine designation Segui,52,104,104
Argentina,United States,1957,?,11,,PA-18 Super Cup,light aircraft,11,,1957,New,L-21B version,0.06,0.66,0.66
Argentina,United States,1960,?,52,?,T-28A Trojan,trainer aircraft,52,?,1960,Second hand,Second-hand; 'MAP' aid (6 more delivered for spare parts),0.3,15.6,15.6
Argentina,United States,1956,?,90,,T-34 Mentor,trainer aircraft,90,?,1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965,New,Incl 65-75 assembled from kits in Argentina,0.19,17.1,17.1
Argentina,United States,1977,,16,,T-34C Turbo Mentor,trainer aircraft,16,,1978,New,,1.35,21.6,21.6
Argentina,United States,1957,?,5,,T-6 Texan,trainer aircraft,5,?,1959,Second hand,Second-hand; SNJ-5A version,0.1,0.5,0.5
Argentina,United States,1955,?,5,,T-6 Texan,trainer aircraft,5,,1956,Second hand,Second-hand; SNJ-5A version,0.1,0.5,0.5
Argentina,United States,2009,?,11,?,TFE-731,turbofan,11,?,2012; 2013; 2015; 2016,New,For modernization of 11 AI-63 Pampa trainer/combat aircraft to AT-63 Pampa-2 trainer/combat; TFE-731-40R version,0.6,6.6,6.6
Argentina,United States,1980,?,18,?,TFE-731,turbofan,18,?,1988; 1989; 1990,New,For 18 IA-63 trainer/combat aircraft produced in Argentina,0.6,10.8,10.8
Argentina,United States,2001,?,6,,TFE-731,turbofan,6,?,2009,New,For 6 AT-63 (Phase-2) trainer/combat aircraft produced in Argentina,0.6,3.6,3.6
Argentina,United States,1998,?,1,,TFE-731,turbofan,1,,1999,New,For 1 IA-63 trainer/combat aircraft produced in Argentina,0.6,0.6,0.6
Argentina,United States,2013,?,18,?,TFE-731,turbofan,9,?,2019; 2020; 2022; 2023,New,For 18 AT-63 Pampa-3 trainer/combat aircraft produced in Argentina,0.6,10.8,5.4
Argentina,United States,2000,,42,?,BGM-71 TOW,anti-tank missile,42,,2002; 2003,New,BGM-71E TOW-2A version,0.01,0.42,0.42
Argentina,United States,1978,?,6,,TPS-43,air search radar,6,?,1978,New,,9,54,54
Argentina,United States,2003,,2,,TPS-43,air search radar,2,,2004,Second hand,Second-hand; aid,3.6,7.2,7.2
Argentina,United States,2004,,3,,TPS-43,air search radar,3,?,2004,Second hand,Second-hand; $2 m deal,3.6,10.8,10.8
Argentina,United States,1980,,6,?,TPS-44,air search radar,6,?,1981,New,,4.76,28.56,28.56
Argentina,United States,1968,?,32,,Bell-205/UH-1H,helicopter,32,,1969; 1970; 1971; 1973; 1975; 1976; 1978,New,,2.62,83.84,83.84
Argentina,United States,1978,,6,,Bell-205/UH-1H,helicopter,6,,1978,New,BELL-205A-1 version.,2.62,15.72,15.72
Argentina,United States,1992,?,25,,Bell-205/UH-1H,helicopter,25,?,1992; 1994; 1998; 2000; 2001,Second hand,Second-hand; aid,1.05,26.2,26.2
Argentina,United States,1996,,16,,Bell-205/UH-1H,helicopter,16,,1997; 1999; 2000,Second hand,Second-hand; aid,1.05,16.77,16.77
Argentina,United States,2006,?,5,?,Bell-205/UH-1H,helicopter,5,,2007,Second hand,Second-hand; 1 more for spares only,1.05,5.24,5.24
Argentina,United States,2004,,9,,UH-1H Huey-2,helicopter,9,?,2005; 2006; 2007; 2008,New,Argentinian UH-1H rebuilt to Huey-2; incl 8 rebuilt in Argentina with kits from USA,3.1,27.9,27.9
Argentina,United States,2006,?,11,?,UH-1H Huey-2,helicopter,10,?,2010; 2014; 2015; 2016; 2017; 2019; 2020; 2021; 2022,New,Argentinian UH-1H rebuilt to Huey-2 in Argentina with kits from USA (possibly incl production of components in Argentina),3.1,34.1,31
Argentina,United States,1980,,5,,vehicle engine,vehicle engine,5,,1980,New,Chrysler-360 (180hp) petrol engine; for 5 BDX APC from Belgium,0.01,0.05,0.05
Argentina,unknown supplier(s),2013,,1,,Learjet-35/36,light transport aircraft,1,,2013,New,Learjet-35A version; possibly second-hand; modified in Argentina to SIGINT aircraft,4.3,4.3,4.3
Armenia,Belarus,2006,?,10,,D-30 122mm,towed gun,10,?,2007,Second hand,Second-hand,0.14,1.4,1.4
Armenia,China,1999,?,4,?,WM-80 273mm,self-propelled MRL,4,,1999,New,,0.5,2,2
Armenia,France,2023,,24,?,Bastion,APC/APV,24,?,2023,New,,0.16,3.84,3.84
Armenia,France,2023,,3,,Ground Master-200,air search radar,0,,,New,,10,30,0
Armenia,India,2023,,,,Akash,SAM,0,,,New,For Akash SAM systems,0,0,0
Armenia,India,2023,,,,Akash,SAM system,0,,,New,,0,0,0
Armenia,India,2023,?,24,?,Pinaka 214mm,self-propelled MRL,6,?,2023,New,Pinaka Mk-2 version,0.6,14.4,3.6
Armenia,India,2020,,4,,Swathi,artillery locating radar,4,?,2021,New,$40 m deal,8,32,32
Armenia,Jordan,2018,?,120,?,9M33,SAM,120,?,2019,Second hand,Second-hand; for Osa-AK (SA-8B) SAM systems,0.04,4.8,4.8
Armenia,Jordan,2018,?,4,,Osa,mobile SAM system,4,?,2019,Second hand,Second-hand; Osa-AK (SA-8B) version,4,16,16
Armenia,Montenegro,2010,?,16,?,D-30 122mm,towed gun,16,,2010,Second hand,Second-hand,0.14,2.24,2.24
Armenia,Russia,1993,?,9,?,2K11 Krug,SAM system,9,?,1994,Second hand,Second-hand; illegal transfer,14,126,126
Armenia,Russia,1993,?,349,,3M8M1,SAM,349,?,1994,Second hand,Second-hand; illegal transfer,0.08,27.92,27.92
Armenia,Russia,2007,?,144,?,5V55U,SAM,144,?,2009; 2010,Second hand,Second-hand,0.4,57.6,57.6
Armenia,Russia,1993,?,40,,9M33,SAM,40,?,1993; 1994,Second hand,Second-hand; illegal transfer,0.04,1.6,1.6
Armenia,Russia,2018,?,50,?,9M338,SAM,50,?,2019,New,,0.25,12.5,12.5
Armenia,Russia,2013,?,25,?,9M723 Iskander,SSM,25,?,2016,New,For Iskander SSM system,3,75,75
Armenia,Russia,1995,?,8,,9P117 Uragan,SSM launcher,8,,1996,Second hand,Second-hand; illegal transfer,0.4,3.2,3.2
Armenia,Russia,1995,?,18,,BM-21 Grad 122mm,self-propelled MRL,18,?,1995; 1996,Second hand,Second-hand; illegal transfer,0.24,4.32,4.32
Armenia,Russia,1995,,50,,BMP-2,IFV,50,?,1995; 1996,Second hand,Second-hand; illegal transfer,0.36,18,18
Armenia,Russia,1993,?,4,,BRDM-2,tank destroyer,4,?,1995; 1996,Second hand,Second-hand; 9P148 version with 9M14 (AT-5) missiles; illegal transfer,0.32,1.28,1.28
Armenia,Russia,2012,,110,,BTR-70,APC,0,,,Second hand,Designation uncertain (reported as 'armoured combat vehicles'; probably second-hand,0.11,11.88,0
Armenia,Russia,1995,?,18,,D-1 152mm,towed gun,18,?,1995; 1996,Second hand,Second-hand; illegal transfer,0.2,3.6,3.6
Armenia,Russia,1995,?,18,,D-20 152mm,towed gun,18,?,1995; 1996,Second hand,Second-hand; illegal transfer,0.2,3.6,3.6
Armenia,Russia,1995,?,36,,D-30 122mm,towed gun,36,?,1995; 1996,Second hand,Second-hand; illegal transfer,0.14,5.04,5.04
Armenia,Russia,1993,?,945,,Fagot,anti-tank missile,945,?,1993; 1994; 1995; 1996,Second hand,Second-hand; designation uncertain; possibly incl some AT-5 missiles; illegal transfer,0,3.78,3.78
Armenia,Russia,1995,?,200,,Igla,portable SAM,200,?,1995; 1996,New,Second-hand; illegal transfer; transfer also includes 40 launchers,0.08,16,16
Armenia,Russia,2012,?,200,?,Igla-S,portable SAM,200,?,2013,New,Designation uncertain (reported as 'missiles'),0.08,16,16
Armenia,Russia,2015,,200,?,Igla-S,portable SAM,200,,2016,New,,0.08,16,16
Armenia,Russia,2004,,2,,Il-76M,heavy transport aircraft,2,,2004,Second hand,Probably second-hand; part of 'Collective Security Treaty Organisation' cooperation agreement,34,68,68
Armenia,Russia,2013,?,4,?,9P78 Iskander,SSM TEL,4,?,2016,New,,1,4,4
Armenia,Russia,2017,?,100,?,Kornet,anti-tank missile,100,?,2017,New,Kornet-E version,0.04,4,4
Armenia,Russia,2020,?,4,?,Mi-17,transport helicopter,4,,2022,New,Armed Mi-8MTV-5 version,7.25,29,29
Armenia,Russia,1995,?,24,?,R-17 Elbrus,SSM,24,,1996,Second hand,Second-hand; illegal transfer,0.5,12,12
Armenia,Russia,2007,?,2,?,S-300PS,SAM system,2,?,2009; 2010,Second hand,Second-hand,17,34,34
Armenia,Russia,2015,,6,?,BM-9A52 Smerch,self-propelled MRL,6,?,2016; 2017,New,,1.2,7.2,7.2
Armenia,Russia,2019,,4,,Su-30K,FGA aircraft,4,,2019,New,$120 m deal; Su-30SM version,47.5,190,190
