Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
Cameroon,TOW,anti-tank missile,Missiles,1988,Yes,250,Yes,1989,Yes,New,0.01,0.01,2.5,No
Cameroon,vehicle engine 301-400,vehicle engine,Engines,2022,No,10,No,2023,No,New,0.05,0.05,0.5,No
Canada,AGM-154,guided glide bomb,Missiles,2021,Yes,10,Yes,2023,Yes,New,0.4,0.4,4,No
Canada,AGM-65,ASM,Missiles,1999,Yes,6,No,2003,No,New,0.15,0.15,0.9,No
Canada,AGM-65,ASM,Missiles,1999,Yes,52,Yes,2002,Yes,New,0.15,0.15,7.8,No
Canada,AIM-120C AMRAAM,BVRAAM,Missiles,2004,No,97,Yes,2007,No,New,0.6,0.6,58.2,No
Canada,AIM-26B Falcon,SRAAM,Missiles,1960,Yes,200,Yes,1961,Yes,New,0.18,0.18,36,No
Canada,AIM-26B Falcon,SRAAM,Missiles,1960,Yes,200,Yes,1962,Yes,New,0.18,0.18,36,No
Canada,AIM-26B Falcon,SRAAM,Missiles,1960,Yes,200,Yes,1963,Yes,New,0.18,0.18,36,No
Canada,AIM-7E,BVRAAM,Missiles,1969,Yes,100,Yes,1974,Yes,New,0.15,0.15,15,No
Canada,AIM-7E,BVRAAM,Missiles,1969,Yes,100,Yes,1975,Yes,New,0.15,0.15,15,No
Canada,AIM-7F,BVRAAM,Missiles,1980,No,12,Yes,1982,Yes,New,0.16,0.16,1.92,No
Canada,AIM-7F,BVRAAM,Missiles,1980,No,38,Yes,1983,Yes,New,0.16,0.16,6.08,No
Canada,AIM-7F,BVRAAM,Missiles,1980,No,36,Yes,1984,Yes,New,0.16,0.16,5.76,No
Canada,AIM-7M,BVRAAM,Missiles,1984,No,75,No,1992,No,New,0.18,0.18,13.5,No
Canada,AIM-7M,BVRAAM,Missiles,1984,No,155,Yes,1996,No,New,0.18,0.18,27.9,No
Canada,AIM-7M,BVRAAM,Missiles,1984,No,160,Yes,1994,Yes,New,0.18,0.18,28.8,No
Canada,AIM-7M,BVRAAM,Missiles,1984,No,160,Yes,1995,Yes,New,0.18,0.18,28.8,No
Canada,AIM-7M,BVRAAM,Missiles,1987,No,184,Yes,1988,Yes,New,0.18,0.18,33.12,No
Canada,AIM-7M,BVRAAM,Missiles,1989,No,50,Yes,1990,Yes,New,0.18,0.18,9,No
Canada,AIM-7M,BVRAAM,Missiles,1989,No,50,Yes,1991,Yes,New,0.18,0.18,9,No
Canada,AIM-7M,BVRAAM,Missiles,1985,No,184,Yes,1986,Yes,New,0.18,0.18,33.12,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,200,Yes,1963,Yes,New,0.04,0.04,8,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,200,Yes,1958,Yes,New,0.04,0.04,8,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,250,Yes,1962,Yes,New,0.04,0.04,10,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,250,Yes,1961,Yes,New,0.04,0.04,10,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,200,Yes,1959,No,New,0.04,0.04,8,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,200,Yes,1960,No,New,0.04,0.04,8,No
Canada,AIM-9B Sidewinder,SRAAM,Missiles,1955,Yes,200,Yes,1957,Yes,New,0.04,0.04,8,No
Canada,AIM-9L,SRAAM,Missiles,1980,No,24,Yes,1982,Yes,New,0.11,0.11,2.64,No
Canada,AIM-9L,SRAAM,Missiles,1980,No,76,Yes,1983,Yes,New,0.11,0.11,8.36,No
Canada,AIM-9L,SRAAM,Missiles,1980,No,82,Yes,1984,Yes,New,0.11,0.11,9.02,No
Canada,AIM-9M,SRAAM,Missiles,1984,No,104,Yes,1985,No,New,0.12,0.12,12.48,No
Canada,AIM-9M,SRAAM,Missiles,1984,No,104,Yes,1986,No,New,0.12,0.12,12.48,No
Canada,AIM-9M,SRAAM,Missiles,1984,No,104,Yes,1987,No,New,0.12,0.12,12.48,No
Canada,AIM-9M,SRAAM,Missiles,1984,No,104,Yes,1988,No,New,0.12,0.12,12.48,No
Canada,AIM-9M,SRAAM,Missiles,1988,No,50,No,1990,No,New,0.12,0.12,6,No
Canada,AIM-9M,SRAAM,Missiles,1988,No,50,Yes,1989,No,New,0.12,0.12,6,No
Canada,AIM-9X,BVRAAM,Missiles,2020,Yes,10,Yes,2023,Yes,New,0.18,0.18,1.8,No
Canada,Air refuel system,air refuel system,Other,1972,No,2,No,1972,No,New,10,10,20,No
Canada,APG-40,combat aircraft radar,Sensors,1952,Yes,70,Yes,1957,Yes,New,0.75,0.75,52.5,No
Canada,APG-40,combat aircraft radar,Sensors,1952,Yes,138,Yes,1956,No,New,0.75,0.75,103.5,No
Canada,APG-40,combat aircraft radar,Sensors,1952,Yes,140,Yes,1955,No,New,0.75,0.75,105,No
Canada,APG-40,combat aircraft radar,Sensors,1952,Yes,139,Yes,1954,No,New,0.75,0.75,104.25,No
Canada,APG-40,combat aircraft radar,Sensors,1952,Yes,70,Yes,1953,No,New,0.75,0.75,52.5,No
Canada,APG-73,combat aircraft radar,Sensors,2001,No,10,Yes,2003,No,New,2,2,20,No
Canada,APG-73,combat aircraft radar,Sensors,2001,No,18,Yes,2004,No,New,2,2,36,No
Canada,APG-73,combat aircraft radar,Sensors,2001,No,30,Yes,2005,No,New,2,2,60,No
Canada,APG-73,combat aircraft radar,Sensors,2001,No,22,Yes,2006,No,New,2,2,44,No
Canada,APS-143,MP aircraft radar,Sensors,2002,Yes,1,Yes,2011,Yes,New,2.5,2.5,2.5,No
Canada,APS-143,MP aircraft radar,Sensors,2002,Yes,1,Yes,2012,Yes,New,2.5,2.5,2.5,No
Canada,APS-143,MP aircraft radar,Sensors,2002,Yes,3,Yes,2013,Yes,New,2.5,2.5,7.5,No
Canada,APS-143,MP aircraft radar,Sensors,2002,Yes,3,Yes,2014,Yes,New,2.5,2.5,7.5,No
Canada,APS-143,MP aircraft radar,Sensors,2002,Yes,2,Yes,2015,Yes,New,2.5,2.5,5,No
Canada,Avenger AEW,AEW aircraft,Aircraft,1954,Yes,4,Yes,1955,No,Second hand,5,2,8,No
Canada,Avenger ASW,ASW aircraft,Aircraft,1948,Yes,23,Yes,1950,No,Second hand,2.3,0.92,21.16,No
Canada,Avenger ASW,ASW aircraft,Aircraft,1948,Yes,23,Yes,1951,No,Second hand,2.3,0.92,21.16,No
Canada,Avenger ASW,ASW aircraft,Aircraft,1948,Yes,23,Yes,1952,No,Second hand,2.3,0.92,21.16,No
Canada,B-25,bomber aircraft,Aircraft,1951,Yes,23,Yes,1951,No,Second hand,5,2,46,No
Canada,B-25,bomber aircraft,Aircraft,1951,Yes,27,Yes,1952,No,Second hand,5,2,54,No
Canada,B-25,bomber aircraft,Aircraft,1951,Yes,25,Yes,1953,No,Second hand,5,2,50,No
Canada,B-707,transport aircraft,Aircraft,1970,No,4,No,1970,No,New,44.5,44.5,178,No
Canada,B-707,transport aircraft,Aircraft,1971,No,1,No,1972,Yes,New,44.5,44.5,44.5,No
Canada,Balao,submarine,Ships,1960,Yes,1,No,1961,No,Second hand,38.63,15.45,15.45,No
Canada,Banshee,fighter aircraft,Aircraft,1955,No,10,Yes,1955,No,Second hand,5,2,20,No
Canada,Banshee,fighter aircraft,Aircraft,1955,No,9,Yes,1958,No,Second hand,5,2,18,No
Canada,Banshee,fighter aircraft,Aircraft,1955,No,10,Yes,1956,No,Second hand,5,2,20,No
Canada,Banshee,fighter aircraft,Aircraft,1955,No,10,Yes,1957,No,Second hand,5,2,20,No
Canada,Beech-18,light transport aircraft,Aircraft,1950,Yes,85,Yes,1951,No,New,0.4,0.4,34,No
Canada,Beech-18,light transport aircraft,Aircraft,1950,Yes,171,Yes,1952,No,New,0.4,0.4,68.4,No
Canada,Beech-18,light transport aircraft,Aircraft,1950,Yes,24,Yes,1953,No,New,0.4,0.4,9.6,No
Canada,Bell-206,light helicopter,Aircraft,1970,No,37,Yes,1971,No,New,0.7,0.7,25.9,No
Canada,Bell-206,light helicopter,Aircraft,1970,No,37,Yes,1972,No,New,0.7,0.7,25.9,No
Canada,Bell-206,light helicopter,Aircraft,1980,No,14,No,1981,No,New,0.7,0.7,9.8,No
Canada,Bell-206L,light helicopter,Aircraft,1989,No,3,No,1990,No,New,0.95,0.95,2.85,Yes
Canada,Bell-212,helicopter,Aircraft,1969,No,5,Yes,1971,No,New,3.7,3.7,18.5,Yes
Canada,Bell-212,helicopter,Aircraft,1969,No,45,Yes,1972,No,New,3.7,3.7,166.5,Yes
Canada,Bell-412,helicopter,Aircraft,1992,No,6,Yes,1994,No,New,5,5,30,Yes
Canada,Bell-412,helicopter,Aircraft,1992,No,30,Yes,1995,No,New,5,5,150,Yes
Canada,Bell-412,helicopter,Aircraft,1992,No,30,Yes,1996,No,New,5,5,150,Yes
Canada,Bell-412,helicopter,Aircraft,1992,No,30,Yes,1997,No,New,5,5,150,Yes
Canada,Bell-412,helicopter,Aircraft,1992,No,4,Yes,1998,No,New,5,5,20,Yes
Canada,Bell-47,light helicopter,Aircraft,1954,Yes,10,Yes,1955,No,New,0.24,0.24,2.4,No
Canada,C-119,transport aircraft,Aircraft,1951,Yes,39,Yes,1953,No,New,9,9,351,No
Canada,C-130B Hercules,transport aircraft,Aircraft,1959,Yes,4,No,1960,No,New,23,23,92,No
Canada,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,9,Yes,1965,No,New,24,24,216,No
Canada,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,6,Yes,1966,No,New,24,24,144,No
Canada,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,4,Yes,1967,No,New,24,24,96,No
Canada,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,5,Yes,1968,No,New,24,24,120,No
Canada,C-130H Hercules,transport aircraft,Aircraft,1973,Yes,2,No,1975,No,New,28,28,56,No
Canada,C-130H Hercules,transport aircraft,Aircraft,1973,Yes,3,No,1974,No,New,28,28,84,No
Canada,C-130H Hercules,transport aircraft,Aircraft,1984,No,2,No,1985,No,New,28,28,56,No
Canada,C-130H Hercules,transport aircraft,Aircraft,1990,No,5,No,1991,No,New,28,28,140,No
Canada,C-130H Hercules,transport aircraft,Aircraft,1996,No,2,No,1997,No,New,28,28,56,No
Canada,C-130J Hercules,transport aircraft,Aircraft,2008,Yes,5,No,2010,No,New,40,40,200,Yes
Canada,C-130J Hercules,transport aircraft,Aircraft,2008,Yes,8,No,2011,No,New,40,40,320,Yes
Canada,C-130J Hercules,transport aircraft,Aircraft,2008,Yes,4,No,2012,No,New,40,40,160,Yes
Canada,C-17,heavy transport aircraft,Aircraft,2007,No,2,No,2008,No,New,140,140,280,No
Canada,C-17,heavy transport aircraft,Aircraft,2007,No,2,No,2007,No,New,140,140,280,No
Canada,C-17,heavy transport aircraft,Aircraft,2014,Yes,1,No,2015,No,New,140,140,140,No
Canada,Cessna-180 Skywagon,light aircraft,Aircraft,1960,No,2,No,1961,No,New,0.18,0.18,0.36,No
Canada,Cessna-180 Skywagon,light aircraft,Aircraft,1960,No,2,No,1963,No,New,0.18,0.18,0.36,No
Canada,CH-46A,transport helicopter,Aircraft,1963,No,6,Yes,1964,No,New,6,6,36,No
Canada,CH-46A,transport helicopter,Aircraft,1963,No,6,Yes,1965,No,New,6,6,36,No
Canada,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1963,No,New,6,6,18,No
Canada,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1964,No,New,6,6,18,No
Canada,CH-47C Chinook,transport helicopter,Aircraft,1973,Yes,4,Yes,1974,No,New,15,15,60,No
Canada,CH-47C Chinook,transport helicopter,Aircraft,1973,Yes,5,Yes,1975,No,New,15,15,75,No
Canada,CH-47D Chinook,transport helicopter,Aircraft,2008,No,5,Yes,2009,No,Second hand,18,7.2,36,No
Canada,CH-47D Chinook,transport helicopter,Aircraft,2008,No,1,Yes,2008,No,Second hand,18,7.2,7.2,No
Canada,CH-47F,transport helicopter,Aircraft,2009,No,7,Yes,2013,No,New,20,20,140,No
Canada,CH-47F,transport helicopter,Aircraft,2009,No,8,Yes,2014,No,New,20,20,160,No
Canada,CIM-10B BOMARC,SAM,Missiles,1959,Yes,56,Yes,1961,No,New,2.96,2.96,165.76,No
Canada,CIM-10B BOMARC,SAM,Missiles,1959,Yes,56,Yes,1962,No,New,2.96,2.96,165.76,No
Canada,Cosmopolitan,transport aircraft,Aircraft,1955,Yes,5,Yes,1960,Yes,New,8,8,40,Yes
Canada,Cosmopolitan,transport aircraft,Aircraft,1955,Yes,5,Yes,1959,No,New,8,8,40,Yes
Canada,Cougar APC,APC,Armoured vehicles,2007,No,10,No,2007,No,New,0.35,0.35,3.5,No
Canada,Cougar APC,APC,Armoured vehicles,2008,No,48,No,2009,No,New,0.35,0.35,16.8,No
Canada,ESSM,SAM,Missiles,2001,No,20,Yes,2012,Yes,New,0.4,0.4,8,Yes
Canada,ESSM,SAM,Missiles,2001,No,42,Yes,2009,No,New,0.4,0.4,16.8,Yes
Canada,ESSM,SAM,Missiles,2001,No,20,Yes,2008,Yes,New,0.4,0.4,8,Yes
Canada,ESSM,SAM,Missiles,2001,No,25,Yes,2005,No,New,0.4,0.4,10,Yes
Canada,ESSM,SAM,Missiles,2001,No,35,No,2004,No,New,0.4,0.4,14,Yes
Canada,ESSM,SAM,Missiles,2001,No,14,Yes,2006,No,New,0.4,0.4,5.6,Yes
Canada,ESSM,SAM,Missiles,2001,No,4,Yes,2010,No,New,0.4,0.4,1.6,Yes
Canada,ESSM,SAM,Missiles,2001,No,20,Yes,2011,Yes,New,0.4,0.4,8,Yes
Canada,ESSM,SAM,Missiles,2001,No,20,Yes,2007,Yes,New,0.4,0.4,8,Yes
Canada,ESSM-2,SAM,Missiles,2017,Yes,8,No,2022,No,New,0.5,0.5,4,Yes
Canada,ESSM-2,SAM,Missiles,2017,Yes,10,Yes,2023,Yes,New,0.5,0.5,5,Yes
Canada,ESSM-2,SAM,Missiles,2017,Yes,5,Yes,2021,No,New,0.5,0.5,2.5,Yes
Canada,Excalibur,guided shell,Missiles,2007,No,50,Yes,2007,No,New,0.04,0.04,2,No
Canada,Excalibur,guided shell,Missiles,2007,No,50,Yes,2008,Yes,New,0.04,0.04,2,No
Canada,Excalibur,guided shell,Missiles,2011,No,100,Yes,2013,Yes,New,0.04,0.04,4,No
Canada,F-101 Voodoo,fighter aircraft,Aircraft,1961,No,66,No,1961,No,New,12.5,12.5,825,No
Canada,F-101 Voodoo,fighter aircraft,Aircraft,1970,No,66,No,1971,No,Second hand,12.5,5,330,No
Canada,F-104G,FGA aircraft,Aircraft,1959,No,4,Yes,1961,No,New,11.2,11.2,44.8,No
Canada,F-104G,FGA aircraft,Aircraft,1959,No,10,Yes,1962,No,New,11.2,11.2,112,No
Canada,F-104G,FGA aircraft,Aircraft,1959,No,40,Yes,1961,No,New,11.2,11.2,448,Yes
Canada,F-104G,FGA aircraft,Aircraft,1959,No,69,Yes,1962,No,New,11.2,11.2,772.8,Yes
Canada,F-104G,FGA aircraft,Aircraft,1959,No,69,Yes,1963,No,New,11.2,11.2,772.8,Yes
Canada,F-104G,FGA aircraft,Aircraft,1959,No,22,Yes,1964,No,New,11.2,11.2,246.4,Yes
Canada,F-104G,FGA aircraft,Aircraft,1963,No,16,Yes,1964,No,New,11.2,11.2,179.2,No
Canada,F-104G,FGA aircraft,Aircraft,1961,No,8,No,1962,No,New,11.2,11.2,89.6,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,6,Yes,1982,No,New,30,30,180,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,20,Yes,1983,No,New,30,30,600,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,20,Yes,1984,No,New,30,30,600,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,24,Yes,1985,No,New,30,30,720,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,24,Yes,1986,No,New,30,30,720,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,24,Yes,1987,No,New,30,30,720,No
Canada,F-18A,FGA aircraft,Aircraft,1980,No,20,Yes,1988,No,New,30,30,600,No
Canada,F-5A,FGA aircraft,Aircraft,1965,Yes,12,Yes,1968,No,New,8,8,96,Yes
Canada,F-5A,FGA aircraft,Aircraft,1965,Yes,52,Yes,1969,No,New,8,8,416,Yes
Canada,F-5A,FGA aircraft,Aircraft,1965,Yes,51,Yes,1970,No,New,8,8,408,Yes
Canada,F-86 Sabre,fighter aircraft,Aircraft,1949,No,184,Yes,1952,No,New,3.5,3.5,644,Yes
Canada,F-86 Sabre,fighter aircraft,Aircraft,1949,No,183,Yes,1953,No,New,3.5,3.5,640.5,Yes
Canada,F-86 Sabre -,fighter aircraft,Aircraft,1950,No,250,Yes,1955,No,New,2.5,2.5,625,Yes
Canada,F-86 Sabre -,fighter aircraft,Aircraft,1950,No,250,Yes,1954,No,New,2.5,2.5,625,Yes
Canada,F-86 Sabre -,fighter aircraft,Aircraft,1950,No,130,Yes,1956,No,New,2.5,2.5,325,Yes
Canada,F-86 Sabre -,fighter aircraft,Aircraft,1950,No,130,Yes,1953,No,New,2.5,2.5,325,Yes
Canada,FPS-3,air search radar,Sensors,1951,Yes,6,Yes,1954,Yes,New,5,5,30,No
Canada,FPS-3,air search radar,Sensors,1951,Yes,5,Yes,1955,Yes,New,5,5,25,No
Canada,FPS-3,air search radar,Sensors,1951,Yes,5,Yes,1956,Yes,New,5,5,25,No
Canada,FPS-3,air search radar,Sensors,1951,Yes,5,Yes,1952,No,New,5,5,25,No
Canada,FPS-3,air search radar,Sensors,1951,Yes,5,Yes,1953,No,New,5,5,25,No
Canada,FRD-10,SIGINT system,Sensors,1969,Yes,2,No,1971,No,New,20,20,40,No
Canada,H-21,helicopter,Aircraft,1954,No,6,No,1954,No,New,3,3,18,No
Canada,H-21,helicopter,Aircraft,1954,No,12,Yes,1955,No,New,3,3,36,No
Canada,H-21,helicopter,Aircraft,1959,Yes,2,No,1960,No,New,3,3,6,No
Canada,H-92,ASW helicopter,Aircraft,2004,No,8,Yes,2015,No,New,18,18,144,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,2,Yes,2016,No,New,18,18,36,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,4,Yes,2017,No,New,18,18,72,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,1,Yes,2018,No,New,18,18,18,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,4,Yes,2019,No,New,18,18,72,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,3,Yes,2020,No,New,18,18,54,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,2,No,2021,No,New,18,18,36,Yes
Canada,H-92,ASW helicopter,Aircraft,2004,No,2,Yes,2022,No,New,18,18,36,Yes
Canada,Harpoon Block-1,anti-ship missile,Missiles,1988,No,71,Yes,1994,Yes,New,0.9,0.9,63.9,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1988,No,32,Yes,1996,No,New,0.9,0.9,28.8,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1988,No,35,Yes,1995,Yes,New,0.9,0.9,31.5,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1988,No,22,Yes,1993,Yes,New,0.9,0.9,19.8,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1991,No,3,No,1992,No,New,0.9,0.9,2.7,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1998,No,6,Yes,2000,Yes,New,0.9,0.9,5.4,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1998,No,3,Yes,2001,Yes,New,0.9,0.9,2.7,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1998,No,3,Yes,2002,Yes,New,0.9,0.9,2.7,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1984,No,5,Yes,1989,Yes,New,0.9,0.9,4.5,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1984,No,22,Yes,1992,Yes,New,0.9,0.9,19.8,No
Canada,Harpoon Block-1,anti-ship missile,Missiles,1984,No,7,Yes,1993,Yes,New,0.9,0.9,6.3,No
Canada,HU-16B Albatross,maritime patrol aircraft,Aircraft,1959,Yes,5,Yes,1960,No,New,4,4,20,No
Canada,HU-16B Albatross,maritime patrol aircraft,Aircraft,1959,Yes,5,Yes,1961,No,New,4,4,20,No
Canada,HUP Retriever,light helicopter,Aircraft,1953,Yes,3,No,1954,Yes,New,0.75,0.75,2.25,No
Canada,J-85 (1250),turbojet,Engines,1961,Yes,60,Yes,1965,No,New,0.6,0.6,36,Yes
Canada,J-85 (1250),turbojet,Engines,1961,Yes,55,Yes,1963,No,New,0.6,0.6,33,Yes
Canada,J-85 (1250),turbojet,Engines,1961,Yes,55,Yes,1966,No,New,0.6,0.6,33,Yes
Canada,J-85 (1250),turbojet,Engines,1961,Yes,60,Yes,1964,No,New,0.6,0.6,36,Yes
Canada,J-85 (1250),turbojet,Engines,1965,Yes,20,Yes,1968,No,New,0.6,0.6,12,Yes
Canada,J-85 (1250),turbojet,Engines,1965,Yes,20,Yes,1969,Yes,New,0.6,0.6,12,Yes
Canada,J-85 (1250),turbojet,Engines,1965,Yes,20,Yes,1970,Yes,New,0.6,0.6,12,Yes
Canada,JDAM,guided bomb,Missiles,2011,No,533,No,2012,No,New,0.02,0.02,10.66,No
Canada,JDAM,guided bomb,Missiles,2015,No,350,Yes,2016,Yes,New,0.02,0.02,7,No
Canada,King Air,light transport aircraft,Aircraft,1995,Yes,8,No,1995,No,New,2.85,2.85,22.8,No
Canada,LAV-25 TUR,IFV turret,Other,1997,Yes,20,Yes,1998,No,New,0.6,0.6,12,No
Canada,LAV-25 TUR,IFV turret,Other,1997,Yes,160,Yes,1999,No,New,0.6,0.6,96,No
Canada,LAV-25 TUR,IFV turret,Other,1997,Yes,180,Yes,2000,No,New,0.6,0.6,108,No
Canada,LAV-25 TUR,IFV turret,Other,1997,Yes,120,Yes,2001,No,New,0.6,0.6,72,No
Canada,LAV-25 TUR,IFV turret,Other,1997,Yes,14,Yes,2002,Yes,New,0.6,0.6,8.4,No
Canada,LAV-25 TUR,IFV turret,Other,1993,No,47,No,1998,No,New,0.6,0.6,28.2,No
Canada,LAV-25 TUR,IFV turret,Other,1993,No,78,Yes,1996,No,New,0.6,0.6,46.8,No
Canada,LAV-25 TUR,IFV turret,Other,1993,No,78,Yes,1997,No,New,0.6,0.6,46.8,No
Canada,LM-2500 (30001-35000),gas turbine,Engines,1983,No,2,No,1992,No,New,7,7,14,No
Canada,LM-2500 (30001-35000),gas turbine,Engines,1983,No,4,No,1993,No,New,7,7,28,No
Canada,LM-2500 (30001-35000),gas turbine,Engines,1983,No,8,No,1994,No,New,7,7,56,No
Canada,LM-2500 (30001-35000),gas turbine,Engines,1983,No,6,No,1995,No,New,7,7,42,No
Canada,LM-2500 (30001-35000),gas turbine,Engines,1983,No,4,No,1996,No,New,7,7,28,No
Canada,M-101 105mm,towed gun,Artillery,1953,Yes,50,Yes,1956,Yes,New,0.45,0.45,22.5,Yes
Canada,M-101 105mm,towed gun,Artillery,1953,Yes,50,Yes,1957,Yes,New,0.45,0.45,22.5,Yes
Canada,M-101 105mm,towed gun,Artillery,1953,Yes,40,Yes,1958,Yes,New,0.45,0.45,18,Yes
Canada,M-101 105mm,towed gun,Artillery,1953,Yes,41,Yes,1954,No,New,0.45,0.45,18.45,Yes
Canada,M-101 105mm,towed gun,Artillery,1953,Yes,50,Yes,1955,No,New,0.45,0.45,22.5,Yes
Canada,M-109 155mm,self-propelled gun,Artillery,1972,Yes,32,Yes,1974,Yes,New,0.85,0.85,27.2,No
Canada,M-109 155mm,self-propelled gun,Artillery,1969,Yes,18,No,1971,No,New,0.85,0.85,15.3,No
Canada,M-109A1 155mm,self-propelled gun,Artillery,1984,No,26,Yes,1985,Yes,New,1.1,1.1,28.6,No
Canada,M-113,APC,Armoured vehicles,1971,Yes,150,Yes,1973,Yes,New,0.25,0.25,37.5,No
Canada,M-113,APC,Armoured vehicles,1971,Yes,150,Yes,1974,Yes,New,0.25,0.25,37.5,No
Canada,M-113,APC,Armoured vehicles,1971,Yes,145,Yes,1975,Yes,New,0.25,0.25,36.25,No
Canada,M-113,APC,Armoured vehicles,1968,Yes,100,Yes,1969,No,New,0.25,0.25,25,No
Canada,M-113,APC,Armoured vehicles,1968,Yes,100,Yes,1970,No,New,0.25,0.25,25,No
Canada,M-113,APC,Armoured vehicles,1968,Yes,100,Yes,1971,No,New,0.25,0.25,25,No
Canada,M-113,APC,Armoured vehicles,1962,Yes,150,Yes,1964,No,New,0.25,0.25,37.5,No
Canada,M-113,APC,Armoured vehicles,1962,Yes,150,Yes,1965,No,New,0.25,0.25,37.5,No
Canada,M-113A3,APC,Armoured vehicles,2000,No,20,Yes,2005,No,New,0.3,0.3,6,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,15,Yes,2009,No,New,0.3,0.3,4.5,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,2,Yes,2002,Yes,New,0.3,0.3,0.6,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,25,Yes,2006,No,New,0.3,0.3,7.5,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,25,Yes,2007,No,New,0.3,0.3,7.5,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,25,No,2008,No,New,0.3,0.3,7.5,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,20,Yes,2003,No,New,0.3,0.3,6,Yes
Canada,M-113A3,APC,Armoured vehicles,2000,No,20,Yes,2004,No,New,0.3,0.3,6,Yes
Canada,M-113CR,reconnaissance AV,Armoured vehicles,1967,Yes,87,Yes,1968,No,New,0.2,0.2,17.4,No
Canada,M-113CR,reconnaissance AV,Armoured vehicles,1967,Yes,87,Yes,1969,No,New,0.2,0.2,17.4,No
Canada,M-114 155mm,towed gun,Artillery,1955,Yes,28,Yes,1956,Yes,Second hand,0.5,0.2,5.6,No
Canada,M-114 155mm,towed gun,Artillery,1955,Yes,29,Yes,1957,Yes,Second hand,0.5,0.2,5.8,No
Canada,M-1156,guided shell,Missiles,2013,Yes,250,Yes,2016,Yes,New,0.03,0.03,7.5,No
Canada,M-1156,guided shell,Missiles,2013,Yes,500,Yes,2017,Yes,New,0.03,0.03,15,No
Canada,M-1156,guided shell,Missiles,2013,Yes,250,Yes,2018,Yes,New,0.03,0.03,7.5,No
Canada,M-24 Chaffee,light tank,Armoured vehicles,1945,No,30,Yes,1950,No,Second hand,0.75,0.3,9,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1958,Yes,1,No,1962,No,New,2.5,2.5,2.5,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1958,Yes,4,No,1963,No,New,2.5,2.5,10,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1958,Yes,2,No,1964,No,New,2.5,2.5,5,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1953,Yes,2,No,1958,No,New,2.5,2.5,5,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1953,Yes,5,No,1959,No,New,2.5,2.5,12.5,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1950,Yes,2,No,1955,No,New,2.5,2.5,5,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1950,Yes,6,No,1956,No,New,2.5,2.5,15,No
Canada,Mk-33 76mm,naval gun,Naval weapons,1950,Yes,6,No,1957,No,New,2.5,2.5,15,No
Canada,MK-41 SAMS,naval SAM system,Naval weapons,1986,No,1,No,1994,No,New,20,20,20,No
