Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
Tunisia,S-70L Black Hawk,transport helicopter,Aircraft,2016,No,2,Yes,2020,Yes,New,7.25,7.25,14.5,No
Tunisia,ship engine 4001-6000,ship engine,Engines,2016,No,8,No,2018,No,New,1.5,1.5,12,No
Tunisia,TOW,anti-tank missile,Missiles,1978,No,150,Yes,1981,Yes,New,0.01,0.01,1.5,No
Tunisia,TOW,anti-tank missile,Missiles,1978,No,304,Yes,1982,Yes,New,0.01,0.01,3.04,No
Tunisia,TOW,anti-tank missile,Missiles,2005,Yes,180,Yes,2006,No,New,0.01,0.01,1.8,No
Tunisia,UH-1H,helicopter,Aircraft,1975,Yes,4,Yes,1976,Yes,New,2.62,2.62,10.48,No
Tunisia,UH-1H,helicopter,Aircraft,1980,No,6,No,1980,Yes,New,2.62,2.62,15.72,No
Tunisia,UH-1H,helicopter,Aircraft,1995,Yes,4,Yes,1996,Yes,Second hand,2.62,1.05,4.19,No
Tunisia,UH-1H,helicopter,Aircraft,2006,No,2,No,2008,No,Second hand but modernized,2.62,1.73,3.46,No
Tunisia,UH-1H,helicopter,Aircraft,2006,No,4,Yes,2010,No,Second hand but modernized,2.62,1.73,6.92,No
Tunisia,UH-1H,helicopter,Aircraft,2006,No,4,Yes,2011,Yes,Second hand but modernized,2.62,1.73,6.92,No
Tunisia,vehicle engine 201-300,vehicle engine,Engines,1982,No,42,Yes,1983,No,New,0.03,0.03,1.26,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2014,No,29,Yes,2014,No,New,0.05,0.05,1.45,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2014,No,71,Yes,2016,No,New,0.05,0.05,3.55,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,10,Yes,2016,No,New,0.05,0.05,0.5,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,70,Yes,2017,No,New,0.05,0.05,3.5,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2020,No,46,Yes,2022,No,New,0.05,0.05,2.3,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2020,No,33,Yes,2021,Yes,New,0.05,0.05,1.65,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2019,No,4,Yes,2020,Yes,New,0.05,0.05,0.2,No
Tunisia,vehicle engine 301-400,vehicle engine,Engines,2019,No,5,Yes,2021,Yes,New,0.05,0.05,0.25,No
Turkiye,AAQ-13 LANTIRN,combat aircraft radar,Sensors,1990,Yes,13,Yes,1994,No,New,1,1,13,No
Turkiye,AAQ-13 LANTIRN,combat aircraft radar,Sensors,1990,Yes,14,Yes,1995,No,New,1,1,14,No
Turkiye,AAQ-13 LANTIRN,combat aircraft radar,Sensors,1990,Yes,13,Yes,1996,No,New,1,1,13,No
Turkiye,AAQ-13 LANTIRN,combat aircraft radar,Sensors,2009,No,12,Yes,2011,Yes,New,1,1,12,No
Turkiye,AAQ-13 LANTIRN,combat aircraft radar,Sensors,2009,No,18,Yes,2012,Yes,New,1,1,18,No
Turkiye,AAQ-14 LANTIRN,aircraft EO system,Sensors,1990,Yes,7,Yes,1995,No,New,1,1,7,No
Turkiye,AAQ-14 LANTIRN,aircraft EO system,Sensors,1990,Yes,6,Yes,1994,No,New,1,1,6,No
Turkiye,AAQ-14 LANTIRN,aircraft EO system,Sensors,1990,Yes,7,Yes,1996,No,New,1,1,7,No
Turkiye,Adjutant,minesweeper,Ships,1964,Yes,3,No,1965,No,New,10,10,30,No
Turkiye,Adjutant,minesweeper,Ships,1964,Yes,1,No,1966,No,New,10,10,10,No
Turkiye,Adjutant,minesweeper,Ships,1964,Yes,1,No,1967,No,New,10,10,10,No
Turkiye,Adjutant,minesweeper,Ships,1958,Yes,4,No,1959,No,New,10,10,40,No
Turkiye,Adjutant,minesweeper,Ships,1969,Yes,3,No,1970,No,Second hand,10,4,12,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,1999,No,10,Yes,2000,Yes,New,0.05,0.05,0.5,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,1999,No,74,Yes,2001,Yes,New,0.05,0.05,3.7,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2000,No,36,Yes,2001,Yes,New,0.05,0.05,1.8,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2000,No,36,Yes,2002,Yes,New,0.05,0.05,1.8,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2002,No,72,No,2003,No,New,0.05,0.05,3.6,No
Turkiye,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2002,No,72,Yes,2004,Yes,New,0.05,0.05,3.6,No
Turkiye,AGM-154,guided glide bomb,Missiles,2006,No,52,Yes,2008,No,New,0.4,0.4,20.8,No
Turkiye,AGM-154,guided glide bomb,Missiles,2006,No,52,Yes,2007,Yes,New,0.4,0.4,20.8,No
Turkiye,AGM-65,ASM,Missiles,1991,No,91,Yes,1993,Yes,New,0.15,0.15,13.65,No
Turkiye,AGM-65,ASM,Missiles,1991,No,92,Yes,1994,Yes,New,0.15,0.15,13.8,No
Turkiye,AGM-65,ASM,Missiles,1991,No,91,Yes,1995,Yes,New,0.15,0.15,13.65,No
Turkiye,AGM-65,ASM,Missiles,1993,No,30,Yes,1996,Yes,New,0.15,0.15,4.5,No
Turkiye,AGM-65,ASM,Missiles,1993,No,50,Yes,1995,No,New,0.15,0.15,7.5,No
Turkiye,AGM-84H,ASM,Missiles,2006,No,50,No,2011,No,New,1.25,1.25,62.5,No
Turkiye,AGM-84H,ASM,Missiles,2016,Yes,2,No,2016,No,New,1.25,1.25,2.5,No
Turkiye,AGM-84H,ASM,Missiles,2016,Yes,46,No,2017,No,New,1.25,1.25,57.5,No
Turkiye,AGM-88 HARM,anti-radar missile,Missiles,1993,No,25,Yes,1994,No,New,0.25,0.25,6.25,No
Turkiye,AGM-88 HARM,anti-radar missile,Missiles,1993,No,75,Yes,1995,No,New,0.25,0.25,18.75,No
Turkiye,AH-1S Cobra,combat helicopter,Aircraft,1992,No,6,Yes,1992,Yes,Second hand,4.28,1.71,10.27,No
Turkiye,AH-1S Cobra,combat helicopter,Aircraft,1992,No,8,Yes,1993,No,Second hand,4.28,1.71,13.7,No
Turkiye,AH-1S Cobra,combat helicopter,Aircraft,1993,No,12,Yes,1994,No,Second hand,4.28,1.71,20.54,No
Turkiye,AH-1S Cobra,combat helicopter,Aircraft,1993,No,4,Yes,1995,No,Second hand,4.28,1.71,6.85,No
Turkiye,AH-1W,combat helicopter,Aircraft,1990,No,2,No,1990,No,New,11.5,11.5,23,No
Turkiye,AH-1W,combat helicopter,Aircraft,1990,No,3,No,1991,No,New,11.5,11.5,34.5,No
Turkiye,AH-1W,combat helicopter,Aircraft,1992,Yes,3,No,1993,No,New,11.5,11.5,34.5,No
Turkiye,AH-1W,combat helicopter,Aircraft,1992,Yes,2,No,1994,No,New,11.5,11.5,23,No
Turkiye,AH-1W,combat helicopter,Aircraft,2011,No,3,No,2012,No,Second hand,11.5,4.6,13.8,No
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,20,Yes,1990,No,New,0.3,0.3,6,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,45,Yes,1991,No,New,0.3,0.3,13.5,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,94,Yes,1992,No,New,0.3,0.3,28.2,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,165,Yes,1993,No,New,0.3,0.3,49.5,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,175,Yes,1994,No,New,0.3,0.3,52.5,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,341,Yes,1995,No,New,0.3,0.3,102.3,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,268,Yes,1997,No,New,0.3,0.3,80.4,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,196,Yes,1998,No,New,0.3,0.3,58.8,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,200,Yes,1999,No,New,0.3,0.3,60,Yes
Turkiye,AIFV --,IFV,Armoured vehicles,1988,No,194,Yes,2000,No,New,0.3,0.3,58.2,Yes
Turkiye,AIFV-APC,APC,Armoured vehicles,2000,No,77,Yes,2001,No,New,0.3,0.3,23.1,Yes
Turkiye,AIFV-APC,APC,Armoured vehicles,2000,No,123,Yes,2002,No,New,0.3,0.3,36.9,Yes
Turkiye,AIFV-APC,APC,Armoured vehicles,2000,No,166,Yes,2003,No,New,0.3,0.3,49.8,Yes
Turkiye,AIFV-APC,APC,Armoured vehicles,2000,No,185,Yes,2004,No,New,0.3,0.3,55.5,Yes
Turkiye,AIM-120B AMRAAM,BVRAAM,Missiles,1993,Yes,38,Yes,1999,Yes,New,0.4,0.4,15.2,No
Turkiye,AIM-120B AMRAAM,BVRAAM,Missiles,1993,Yes,50,Yes,1997,No,New,0.4,0.4,20,No
Turkiye,AIM-120B AMRAAM,BVRAAM,Missiles,1993,Yes,50,Yes,1998,No,New,0.4,0.4,20,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2008,Yes,25,Yes,2013,Yes,New,0.6,0.6,15,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2008,Yes,82,Yes,2014,Yes,New,0.6,0.6,49.2,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2014,Yes,36,Yes,2016,Yes,New,0.6,0.6,21.6,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2014,Yes,36,Yes,2017,Yes,New,0.6,0.6,21.6,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2014,Yes,36,Yes,2018,Yes,New,0.6,0.6,21.6,No
Turkiye,AIM-120C AMRAAM,BVRAAM,Missiles,2014,Yes,37,Yes,2019,Yes,New,0.6,0.6,22.2,No
Turkiye,AIM-26B Falcon,SRAAM,Missiles,1968,Yes,50,Yes,1969,Yes,Second hand,0.18,0.07,3.6,No
Turkiye,AIM-26B Falcon,SRAAM,Missiles,1968,Yes,50,Yes,1970,Yes,Second hand,0.18,0.07,3.6,No
Turkiye,AIM-26B Falcon,SRAAM,Missiles,1968,Yes,50,Yes,1968,Yes,Second hand,0.18,0.07,3.6,No
Turkiye,AIM-4C Falcon,SRAAM,Missiles,1968,Yes,125,Yes,1970,Yes,Second hand,0.07,0.03,3.5,No
Turkiye,AIM-4C Falcon,SRAAM,Missiles,1968,Yes,150,Yes,1969,Yes,Second hand,0.07,0.03,4.2,No
Turkiye,AIM-4C Falcon,SRAAM,Missiles,1968,Yes,125,Yes,1968,Yes,Second hand,0.07,0.03,3.5,No
Turkiye,AIM-7E,BVRAAM,Missiles,1976,Yes,360,Yes,1979,Yes,New,0.15,0.15,54,No
Turkiye,AIM-7E,BVRAAM,Missiles,1976,Yes,360,Yes,1978,No,New,0.15,0.15,54,No
Turkiye,AIM-7E,BVRAAM,Missiles,1974,Yes,65,Yes,1975,Yes,New,0.15,0.15,9.75,No
Turkiye,AIM-7E,BVRAAM,Missiles,1974,Yes,70,Yes,1976,Yes,New,0.15,0.15,10.5,No
Turkiye,AIM-7E,BVRAAM,Missiles,1974,Yes,65,Yes,1977,Yes,New,0.15,0.15,9.75,No
Turkiye,AIM-7E,BVRAAM,Missiles,1973,Yes,175,Yes,1974,No,New,0.15,0.15,26.25,No
Turkiye,AIM-7E,BVRAAM,Missiles,1973,Yes,175,Yes,1975,No,New,0.15,0.15,26.25,No
Turkiye,AIM-7E,BVRAAM,Missiles,1995,Yes,122,Yes,1995,Yes,New,0.15,0.15,18.3,No
Turkiye,AIM-7E,BVRAAM,Missiles,1995,Yes,4,Yes,1996,Yes,New,0.15,0.15,0.6,No
Turkiye,AIM-7F,BVRAAM,Missiles,1978,No,240,No,1979,No,New,0.16,0.16,38.4,No
Turkiye,AIM-7F,BVRAAM,Missiles,1983,Yes,75,Yes,1986,Yes,New,0.16,0.16,12,No
Turkiye,AIM-7F,BVRAAM,Missiles,1983,Yes,75,Yes,1987,Yes,New,0.16,0.16,12,No
Turkiye,AIM-7F,BVRAAM,Missiles,1983,Yes,50,No,1989,No,New,0.16,0.16,8,No
Turkiye,AIM-7F,BVRAAM,Missiles,1983,Yes,45,No,1990,No,New,0.16,0.16,7.2,No
Turkiye,AIM-7F,BVRAAM,Missiles,1983,Yes,75,Yes,1988,Yes,New,0.16,0.16,12,No
Turkiye,AIM-7F,BVRAAM,Missiles,1986,Yes,30,No,1987,No,New,0.16,0.16,4.8,No
Turkiye,AIM-7F,BVRAAM,Missiles,1987,No,20,Yes,1990,No,New,0.16,0.16,3.2,No
Turkiye,AIM-7F,BVRAAM,Missiles,1987,No,60,Yes,1991,No,New,0.16,0.16,9.6,No
Turkiye,AIM-7P,BVRAAM,Missiles,1994,Yes,5,Yes,1996,No,New,0.2,0.2,1,No
Turkiye,AIM-7P,BVRAAM,Missiles,1994,Yes,10,Yes,1997,Yes,New,0.2,0.2,2,No
Turkiye,AIM-7P,BVRAAM,Missiles,1994,Yes,10,Yes,1998,Yes,New,0.2,0.2,2,No
Turkiye,AIM-7P,BVRAAM,Missiles,1994,Yes,10,Yes,1999,Yes,New,0.2,0.2,2,No
Turkiye,AIM-7P,BVRAAM,Missiles,1994,Yes,5,Yes,2000,Yes,New,0.2,0.2,1,No
Turkiye,AIM-9B Sidewinder,SRAAM,Missiles,1956,Yes,600,Yes,1958,Yes,New,0.04,0.04,24,No
Turkiye,AIM-9J,SRAAM,Missiles,1982,No,250,Yes,1983,Yes,New,0.09,0.09,22.5,No
Turkiye,AIM-9J,SRAAM,Missiles,1982,No,250,Yes,1984,Yes,New,0.09,0.09,22.5,No
Turkiye,AIM-9J,SRAAM,Missiles,1982,No,250,Yes,1985,Yes,New,0.09,0.09,22.5,No
Turkiye,AIM-9M,SRAAM,Missiles,1990,No,100,Yes,1993,Yes,New,0.12,0.12,12,No
Turkiye,AIM-9M,SRAAM,Missiles,1990,No,100,Yes,1994,Yes,New,0.12,0.12,12,No
Turkiye,AIM-9M,SRAAM,Missiles,1990,No,110,Yes,1995,No,New,0.12,0.12,13.2,No
Turkiye,AIM-9M,SRAAM,Missiles,1992,Yes,100,Yes,1996,Yes,New,0.12,0.12,12,No
Turkiye,AIM-9M,SRAAM,Missiles,1992,Yes,100,Yes,1997,Yes,New,0.12,0.12,12,No
Turkiye,AIM-9M,SRAAM,Missiles,1994,No,200,Yes,1998,Yes,New,0.12,0.12,24,No
Turkiye,AIM-9M,SRAAM,Missiles,1994,No,300,Yes,1999,Yes,New,0.12,0.12,36,No
Turkiye,AIM-9X,BVRAAM,Missiles,2006,No,127,Yes,2008,No,New,0.18,0.18,22.86,No
Turkiye,AIM-9X,BVRAAM,Missiles,2014,No,60,Yes,2016,Yes,New,0.18,0.18,10.8,No
Turkiye,AIM-9X,BVRAAM,Missiles,2014,No,57,Yes,2015,Yes,New,0.18,0.18,10.26,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1998,No,12,Yes,2013,No,New,0.5,0.5,6,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1998,No,6,Yes,2014,No,New,0.5,0.5,3,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,6,Yes,1992,No,New,0.5,0.5,3,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,12,Yes,1993,No,New,0.5,0.5,6,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,12,Yes,1994,No,New,0.5,0.5,6,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,18,Yes,1995,No,New,0.5,0.5,9,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,18,Yes,1996,No,New,0.5,0.5,9,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,20,Yes,1997,No,New,0.5,0.5,10,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,1991,No,18,Yes,1998,No,New,0.5,0.5,9,No
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,18,Yes,2016,No,New,0.5,0.5,9,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,18,Yes,2017,No,New,0.5,0.5,9,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,20,Yes,2018,No,New,0.5,0.5,10,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,26,Yes,2019,No,New,0.5,0.5,13,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,2,Yes,2020,No,New,0.5,0.5,1,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,10,Yes,2021,No,New,0.5,0.5,5,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,2,Yes,2022,No,New,0.5,0.5,1,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2008,No,2,Yes,2023,No,New,0.5,0.5,1,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2010,No,18,Yes,2014,No,New,0.5,0.5,9,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2017,No,10,Yes,2018,No,New,0.5,0.5,5,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2017,No,2,Yes,2019,No,New,0.5,0.5,1,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2017,No,14,Yes,2021,No,New,0.5,0.5,7,Yes
Turkiye,aircraft engine 1001-2000,aircraft engine,Engines,2017,No,4,Yes,2022,No,New,0.5,0.5,2,Yes
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,45,Yes,2012,No,New,2,2,90,No
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,4,Yes,2011,No,New,2,2,8,No
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,50,Yes,2013,No,New,2,2,100,No
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,48,Yes,2014,No,New,2,2,96,No
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,6,Yes,2009,No,New,2,2,12,No
Turkiye,APG-68,combat aircraft radar,Sensors,2005,Yes,10,Yes,2015,No,New,2,2,20,No
Turkiye,AQS-13F,ASW sonar,Sensors,1986,Yes,6,Yes,1988,No,New,1.5,1.5,9,No
Turkiye,AQS-13F,ASW sonar,Sensors,1986,Yes,3,Yes,1987,No,New,1.5,1.5,4.5,No
Turkiye,Asheville PC,patrol craft,Ships,1972,Yes,2,No,1973,No,Second hand,25.31,10.12,20.25,No
Turkiye,ATACMS-1,SSM,Missiles,1996,Yes,72,Yes,1998,No,New,1.4,1.4,100.8,No
Turkiye,B-737 AEW,AEW&C aircraft,Aircraft,2002,No,1,No,2015,No,New,250,250,250,Yes
Turkiye,B-737 AEW,AEW&C aircraft,Aircraft,2002,No,3,No,2014,No,New,250,250,750,Yes
Turkiye,Balao,submarine,Ships,1954,Yes,2,No,1954,No,Second hand but modernized,38.63,25.5,50.99,No
Turkiye,Balao,submarine,Ships,1958,Yes,1,No,1958,No,Second hand,38.63,15.45,15.45,No
Turkiye,Balao,submarine,Ships,1958,Yes,2,No,1960,No,Second hand,38.63,15.45,30.9,No
Turkiye,Balao,submarine,Ships,1950,Yes,2,No,1950,No,Second hand but modernized,38.63,25.5,50.99,No
Turkiye,Baron,light aircraft,Aircraft,1970,Yes,5,No,1971,No,New,0.7,0.7,3.5,No
Turkiye,Beech-18,light transport aircraft,Aircraft,1952,Yes,8,Yes,1953,Yes,Second hand,0.4,0.16,1.28,No
Turkiye,Bell-206,light helicopter,Aircraft,1966,Yes,4,Yes,1967,Yes,New,0.7,0.7,2.8,No
Turkiye,Bell-206L,light helicopter,Aircraft,1987,Yes,1,No,1988,No,New,0.95,0.95,0.95,No
Turkiye,Bell-47,light helicopter,Aircraft,1966,Yes,2,Yes,1967,No,New,0.24,0.24,0.48,No
Turkiye,Bell-47,light helicopter,Aircraft,1966,Yes,3,Yes,1968,No,New,0.24,0.24,0.72,No
Turkiye,Bell-47,light helicopter,Aircraft,1964,Yes,50,Yes,1965,No,New,0.24,0.24,12,No
Turkiye,Berk -,frigate,Ships,1967,Yes,1,No,1973,No,New,54,54,54,Yes
Turkiye,Berk -,frigate,Ships,1967,Yes,1,No,1975,No,New,54,54,54,Yes
Turkiye,Blindfire,fire control radar,Sensors,1995,No,13,Yes,1996,Yes,Second hand,2.5,1,13,No
Turkiye,C-130B Hercules,transport aircraft,Aircraft,1991,No,3,Yes,1991,No,Second hand,23,9.2,27.6,No
Turkiye,C-130B Hercules,transport aircraft,Aircraft,1991,No,2,Yes,1992,No,Second hand,23,9.2,18.4,No
Turkiye,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,4,No,1964,No,New,24,24,96,No
Turkiye,C-130E Hercules,transport aircraft,Aircraft,1963,Yes,1,No,1965,No,New,24,24,24,No
Turkiye,C-130E Hercules,transport aircraft,Aircraft,1970,Yes,1,No,1971,No,New,24,24,24,No
Turkiye,C-130E Hercules,transport aircraft,Aircraft,1973,Yes,1,No,1973,No,New,24,24,24,No
Turkiye,C-130E Hercules,transport aircraft,Aircraft,1973,Yes,1,No,1974,No,New,24,24,24,No
Turkiye,CBU-97,guided bomb,Missiles,2006,No,50,Yes,2007,Yes,New,0.15,0.15,7.5,No
Turkiye,CBU-97,guided bomb,Missiles,2006,No,50,Yes,2008,Yes,New,0.15,0.15,7.5,No
Turkiye,Cessna-172,trainer/light aircraft,Aircraft,1970,Yes,25,Yes,1972,No,New,0.1,0.1,2.5,No
Turkiye,Cessna-180 Skywagon,light aircraft,Aircraft,1972,Yes,50,No,1973,No,New,0.18,0.18,9,No
Turkiye,Cessna-180 Skywagon,light aircraft,Aircraft,2009,No,31,No,2009,No,New,0.18,0.18,5.58,No
Turkiye,Cessna-180 Skywagon,light aircraft,Aircraft,2009,No,15,No,2010,No,New,0.18,0.18,2.7,No
Turkiye,Cessna-207,light transport aircraft,Aircraft,1971,Yes,4,No,1972,Yes,New,0.24,0.24,0.96,No
Turkiye,Cessna-337,light aircraft,Aircraft,1992,No,6,Yes,1993,Yes,Second hand,0.35,0.14,0.84,No
Turkiye,Cessna-411,light transport aircraft,Aircraft,1974,Yes,5,No,1975,No,New,0.95,0.95,4.75,No
Turkiye,CH-47F,transport helicopter,Aircraft,2011,Yes,6,No,2016,No,New,20,20,120,No
Turkiye,CH-47F,transport helicopter,Aircraft,2015,No,1,Yes,2018,Yes,New,20,20,20,No
Turkiye,CH-47F,transport helicopter,Aircraft,2015,No,3,Yes,2019,No,New,20,20,60,No
Turkiye,Citabria-150,trainer aircraft,Aircraft,1978,Yes,40,No,1979,No,New,0.13,0.13,5.2,No
Turkiye,Commando-150,APC,Armoured vehicles,1992,No,25,Yes,1992,No,New,0.2,0.2,5,No
Turkiye,Commando-150,APC,Armoured vehicles,1992,No,25,Yes,1993,No,New,0.2,0.2,5,No
Turkiye,Commando-150,APC,Armoured vehicles,1992,No,74,Yes,1994,No,New,0.2,0.2,14.8,No
Turkiye,Commando-150,APC,Armoured vehicles,1973,No,34,No,1974,No,New,0.2,0.2,6.8,No
Turkiye,Cove,minesweeper,Ships,1965,Yes,4,No,1967,No,New,5.7,5.7,22.8,No
Turkiye,DB-110,aircraft recce system,Sensors,2013,No,4,Yes,2014,Yes,New,4,4,16,No
Turkiye,DC-4,transport aircraft,Aircraft,1955,Yes,3,No,1956,Yes,Second hand,6.25,2.5,7.5,No
Turkiye,DE-1160,ASW sonar,Sensors,1982,No,1,No,1987,No,New,5,5,5,No
Turkiye,DE-1160,ASW sonar,Sensors,1982,No,2,No,1988,No,New,5,5,10,No
Turkiye,DE-1160,ASW sonar,Sensors,1982,No,1,No,1989,No,New,5,5,5,No
Turkiye,DE-1160,ASW sonar,Sensors,1990,No,1,No,1995,No,New,5,5,5,No
Turkiye,DE-1160,ASW sonar,Sensors,1990,No,1,No,1996,No,New,5,5,5,No
Turkiye,DE-1160,ASW sonar,Sensors,1990,No,1,No,1998,No,New,5,5,5,No
Turkiye,DE-1160,ASW sonar,Sensors,1990,No,1,No,2000,No,New,5,5,5,No
Turkiye,Dixie,support ship,Ships,1982,No,1,No,1983,No,Second hand,88.13,35.25,35.25,No
Turkiye,Dragoon,APC,Armoured vehicles,1991,Yes,10,No,1997,No,New,0.3,0.3,3,No
Turkiye,Dragoon,APC,Armoured vehicles,1991,Yes,140,No,1999,No,New,0.3,0.3,42,No
Turkiye,Dragoon,APC,Armoured vehicles,1998,Yes,30,Yes,2003,Yes,New,0.3,0.3,9,No
Turkiye,Dragoon,APC,Armoured vehicles,1998,Yes,25,Yes,2002,Yes,New,0.3,0.3,7.5,No
Turkiye,Dragoon,APC,Armoured vehicles,1998,Yes,25,Yes,2004,Yes,New,0.3,0.3,7.5,No
Turkiye,ESSM,SAM,Missiles,2009,Yes,16,Yes,2011,Yes,New,0.4,0.4,6.4,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,32,No,2012,No,New,0.4,0.4,12.8,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,76,No,2013,No,New,0.4,0.4,30.4,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,76,Yes,2014,Yes,New,0.4,0.4,30.4,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,25,Yes,2015,Yes,New,0.4,0.4,10,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,25,Yes,2016,Yes,New,0.4,0.4,10,Yes
Turkiye,ESSM,SAM,Missiles,2009,Yes,25,Yes,2017,Yes,New,0.4,0.4,10,Yes
Turkiye,F-100D,FGA aircraft,Aircraft,1977,Yes,12,Yes,1978,Yes,Second hand but modernized,6.5,4.29,51.48,No
Turkiye,F-100D,FGA aircraft,Aircraft,1968,Yes,20,Yes,1969,No,Second hand but modernized,6.5,4.29,85.8,No
Turkiye,F-100D,FGA aircraft,Aircraft,1968,Yes,21,Yes,1970,No,Second hand but modernized,6.5,4.29,90.09,No
Turkiye,F-100D,FGA aircraft,Aircraft,1968,Yes,34,Yes,1972,No,Second hand but modernized,6.5,4.29,145.86,No
Turkiye,F-100D,FGA aircraft,Aircraft,1968,Yes,60,Yes,1973,No,Second hand but modernized,6.5,4.29,257.4,No
Turkiye,F-100D,FGA aircraft,Aircraft,1968,Yes,20,Yes,1974,No,Second hand but modernized,6.5,4.29,85.8,No
Turkiye,F-100D,FGA aircraft,Aircraft,1957,Yes,36,Yes,1959,No,New,6.5,6.5,234,No
Turkiye,F-100D,FGA aircraft,Aircraft,1957,Yes,54,Yes,1960,No,New,6.5,6.5,351,No
Turkiye,F-100D,FGA aircraft,Aircraft,1957,Yes,11,Yes,1961,No,New,6.5,6.5,71.5,No
Turkiye,F-102 Delta Dagger,fighter aircraft,Aircraft,1968,Yes,14,Yes,1968,No,Second hand,10.4,4.16,58.24,No
Turkiye,F-102 Delta Dagger,fighter aircraft,Aircraft,1968,Yes,31,Yes,1969,No,Second hand,10.4,4.16,128.96,No
Turkiye,F-102 Delta Dagger,fighter aircraft,Aircraft,1968,Yes,2,Yes,1970,No,Second hand,10.4,4.16,8.32,No
Turkiye,F-104G,FGA aircraft,Aircraft,1971,Yes,10,Yes,1972,No,Second hand,11.2,4.48,44.8,No
Turkiye,F-104G,FGA aircraft,Aircraft,1962,Yes,19,Yes,1963,No,New,11.2,11.2,212.8,No
Turkiye,F-104G,FGA aircraft,Aircraft,1962,Yes,19,Yes,1964,No,New,11.2,11.2,212.8,No
